match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
772,2019,Chandigarh,2019-04-27,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,90,0,Player_18,"Ekana Cricket Stadium, Lucknow",Umpire_10,Umpire_8
773,2019,Kolkata,2019-05-08,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,Sunrisers Hyderabad,0,4,Player_188,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_15,Umpire_27
774,2019,Delhi,2019-03-26,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,1,Player_136,"M.A. Chidambaram Stadium, Chennai",Umpire_16,Umpire_6
775,2019,Mumbai,2019-04-18,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,normal,Gujarat Titans,0,2,Player_22,"Eden Gardens, Kolkata",Umpire_26,Umpire_21
776,2019,Hyderabad,2019-05-15,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,normal,Rajasthan Royals,0,6,Player_154,"Eden Gardens, Kolkata",Umpire_23,Umpire_20
777,2019,Lucknow,2019-04-26,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,normal,Rajasthan Royals,84,0,Player_68,"Sawai Mansingh Stadium, Jaipur",Umpire_24,Umpire_14
778,2019,Jaipur,2019-04-29,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,Player_119,"PCA Stadium, Chandigarh",Umpire_1,Umpire_29
779,2020,Chennai,2020-04-05,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,63,0,Player_64,"Sawai Mansingh Stadium, Jaipur",Umpire_19,Umpire_5
780,2020,Hyderabad,2020-03-05,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,0,7,Player_142,"M. Chinnaswamy Stadium, Bangalore",Umpire_20,Umpire_28
781,2020,Lucknow,2020-05-28,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,6,Player_169,"Ekana Cricket Stadium, Lucknow",Umpire_20,Umpire_24
782,2020,Kolkata,2020-04-20,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,Gujarat Titans,4,0,Player_138,"M. Chinnaswamy Stadium, Bangalore",Umpire_29,Umpire_26
783,2020,Mumbai,2020-03-11,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Rajasthan Royals,0,5,Player_116,"M. Chinnaswamy Stadium, Bangalore",Umpire_15,Umpire_22
784,2020,Kolkata,2020-05-07,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,normal,Gujarat Titans,0,4,Player_164,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_5,Umpire_17
785,2020,Mumbai,2020-04-20,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,49,0,Player_70,"PCA Stadium, Chandigarh",Umpire_13,Umpire_2
786,2020,Bangalore,2020-04-25,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,Delhi Capitals,0,1,Player_133,"Eden Gardens, Kolkata",Umpire_4,Umpire_6
787,2020,Chandigarh,2020-05-21,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,Rajasthan Royals,0,4,Player_185,"Narendra Modi Stadium, Ahmedabad",Umpire_19,Umpire_29
788,2020,Hyderabad,2020-03-24,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,Mumbai Indians,95,0,Player_39,"Eden Gardens, Kolkata",Umpire_3,Umpire_26
789,2020,Bangalore,2020-05-24,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,52,0,Player_168,"Feroz Shah Kotla, Delhi",Umpire_13,Umpire_22
790,2020,Ahmedabad,2020-05-27,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,bat,normal,Gujarat Titans,0,8,Player_162,"M. Chinnaswamy Stadium, Bangalore",Umpire_27,Umpire_9
791,2020,Chandigarh,2020-05-22,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,Player_158,"M.A. Chidambaram Stadium, Chennai",Umpire_23,Umpire_8
792,2020,Lucknow,2020-05-24,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,Lucknow Super Giants,8,0,Player_75,"Sawai Mansingh Stadium, Jaipur",Umpire_1,Umpire_29
793,2020,Hyderabad,2020-04-04,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,Player_114,"Narendra Modi Stadium, Ahmedabad",Umpire_10,Umpire_19
794,2020,Ahmedabad,2020-04-13,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,normal,Rajasthan Royals,58,0,Player_124,"Ekana Cricket Stadium, Lucknow",Umpire_6,Umpire_19
795,2020,Chennai,2020-04-14,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,no result,,0,0,Player_187,"Wankhede Stadium, Mumbai",Umpire_3,Umpire_2
796,2020,Ahmedabad,2020-05-12,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Lucknow Super Giants,0,9,Player_154,"Narendra Modi Stadium, Ahmedabad",Umpire_5,Umpire_16
797,2020,Hyderabad,2020-04-10,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,normal,Rajasthan Royals,0,1,Player_87,"M.A. Chidambaram Stadium, Chennai",Umpire_13,Umpire_28
798,2020,Ahmedabad,2020-05-02,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,normal,Lucknow Super Giants,0,1,Player_117,"Feroz Shah Kotla, Delhi",Umpire_4,Umpire_12
799,2020,Hyderabad,2020-05-21,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,Rajasthan Royals,0,2,Player_18,"Feroz Shah Kotla, Delhi",Umpire_19,Umpire_4
800,2020,Chandigarh,2020-03-21,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,no result,,0,0,Player_86,"M.A. Chidambaram Stadium, Chennai",Umpire_7,Umpire_16
801,2020,Chennai,2020-03-04,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,Royal Challengers Bangalore,0,6,Player_109,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_22,Umpire_11
802,2020,Kolkata,2020-05-10,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,normal,Kolkata Knight Riders,0,2,Player_5,"M. Chinnaswamy Stadium, Bangalore",Umpire_16,Umpire_21
803,2020,Bangalore,2020-04-12,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,33,0,Player_73,"Wankhede Stadium, Mumbai",Umpire_17,Umpire_4
804,2020,Mumbai,2020-03-28,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,no result,,0,0,Player_94,"PCA Stadium, Chandigarh",Umpire_23,Umpire_14
805,2020,Hyderabad,2020-05-14,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,no result,,0,0,Player_172,"M. Chinnaswamy Stadium, Bangalore",Umpire_8,Umpire_23
806,2020,Lucknow,2020-05-14,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,47,0,Player_22,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_23,Umpire_26
807,2020,Jaipur,2020-05-15,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,normal,Delhi Capitals,0,1,Player_121,"PCA Stadium, Chandigarh",Umpire_19,Umpire_20
808,2020,Chandigarh,2020-03-29,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,normal,Punjab Kings,62,0,Player_1,"Narendra Modi Stadium, Ahmedabad",Umpire_2,Umpire_13
809,2020,Ahmedabad,2020-05-12,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad,0,8,Player_187,"Wankhede Stadium, Mumbai",Umpire_1,Umpire_15
810,2020,Bangalore,2020-03-22,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Rajasthan Royals,84,0,Player_106,"M.A. Chidambaram Stadium, Chennai",Umpire_27,Umpire_21
811,2020,Lucknow,2020-03-13,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,0,8,Player_125,"Ekana Cricket Stadium, Lucknow",Umpire_7,Umpire_19
812,2020,Lucknow,2020-04-12,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,62,0,Player_187,"Feroz Shah Kotla, Delhi",Umpire_16,Umpire_12
813,2020,Chandigarh,2020-05-24,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,0,8,Player_18,"Eden Gardens, Kolkata",Umpire_25,Umpire_17
814,2020,Mumbai,2020-03-21,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,normal,Gujarat Titans,0,6,Player_126,"M. Chinnaswamy Stadium, Bangalore",Umpire_20,Umpire_7
815,2020,Chennai,2020-05-04,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,normal,Lucknow Super Giants,0,5,Player_133,"Ekana Cricket Stadium, Lucknow",Umpire_20,Umpire_29
816,2020,Mumbai,2020-04-02,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,Punjab Kings,0,1,Player_95,"Narendra Modi Stadium, Ahmedabad",Umpire_4,Umpire_19
817,2020,Jaipur,2020-03-29,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Gujarat Titans,8,0,Player_156,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_6,Umpire_3
818,2020,Chandigarh,2020-05-18,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,0,6,Player_30,"Sawai Mansingh Stadium, Jaipur",Umpire_25,Umpire_28
819,2020,Kolkata,2020-03-11,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,Gujarat Titans,69,0,Player_1,"Sawai Mansingh Stadium, Jaipur",Umpire_15,Umpire_26
820,2020,Jaipur,2020-05-14,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,normal,Delhi Capitals,93,0,Player_66,"Sawai Mansingh Stadium, Jaipur",Umpire_3,Umpire_18
821,2020,Delhi,2020-05-11,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,2,Player_171,"Eden Gardens, Kolkata",Umpire_14,Umpire_11
822,2020,Hyderabad,2020-04-11,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Lucknow Super Giants,73,0,Player_188,"Wankhede Stadium, Mumbai",Umpire_4,Umpire_26
823,2020,Chandigarh,2020-04-07,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,2,Player_134,"M.A. Chidambaram Stadium, Chennai",Umpire_13,Umpire_22
824,2020,Mumbai,2020-05-18,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,normal,Rajasthan Royals,7,0,Player_24,"M.A. Chidambaram Stadium, Chennai",Umpire_3,Umpire_29
825,2020,Delhi,2020-05-05,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Kolkata Knight Riders,82,0,Player_25,"Ekana Cricket Stadium, Lucknow",Umpire_17,Umpire_4
826,2020,Lucknow,2020-03-20,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,normal,Gujarat Titans,0,5,Player_54,"M. Chinnaswamy Stadium, Bangalore",Umpire_7,Umpire_7
827,2020,Kolkata,2020-05-24,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,Mumbai Indians,97,0,Player_99,"M. Chinnaswamy Stadium, Bangalore",Umpire_11,Umpire_5
828,2020,Chennai,2020-05-09,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,1,Player_133,"Ekana Cricket Stadium, Lucknow",Umpire_10,Umpire_12
829,2020,Hyderabad,2020-05-15,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,Rajasthan Royals,21,0,Player_27,"PCA Stadium, Chandigarh",Umpire_9,Umpire_28
830,2020,Jaipur,2020-03-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,Mumbai Indians,36,0,Player_38,"Sawai Mansingh Stadium, Jaipur",Umpire_18,Umpire_6
831,2020,Delhi,2020-04-22,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,Delhi Capitals,4,0,Player_115,"Feroz Shah Kotla, Delhi",Umpire_26,Umpire_5
832,2020,Bangalore,2020-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,normal,Chennai Super Kings,77,0,Player_192,"Feroz Shah Kotla, Delhi",Umpire_5,Umpire_13
833,2020,Kolkata,2020-03-07,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Chennai Super Kings,96,0,Player_158,"Ekana Cricket Stadium, Lucknow",Umpire_3,Umpire_19
834,2020,Chennai,2020-03-24,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,normal,Gujarat Titans,0,6,Player_67,"Wankhede Stadium, Mumbai",Umpire_16,Umpire_8
835,2020,Jaipur,2020-03-17,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,0,4,Player_66,"PCA Stadium, Chandigarh",Umpire_4,Umpire_10
836,2020,Ahmedabad,2020-05-01,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Chennai Super Kings,0,8,Player_65,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_21,Umpire_13
837,2021,Mumbai,2021-03-10,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,Chennai Super Kings,76,0,Player_146,"M.A. Chidambaram Stadium, Chennai",Umpire_17,Umpire_8
838,2021,Chandigarh,2021-05-16,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,75,0,Player_51,"M.A. Chidambaram Stadium, Chennai",Umpire_15,Umpire_3
839,2021,Lucknow,2021-03-21,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians,74,0,Player_96,"Ekana Cricket Stadium, Lucknow",Umpire_10,Umpire_3
840,2021,Chennai,2021-05-20,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,Delhi Capitals,44,0,Player_192,"Narendra Modi Stadium, Ahmedabad",Umpire_4,Umpire_5
841,2021,Ahmedabad,2021-05-21,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,82,0,Player_2,"Sawai Mansingh Stadium, Jaipur",Umpire_8,Umpire_23
842,2021,Hyderabad,2021-05-28,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,normal,Gujarat Titans,0,1,Player_1,"PCA Stadium, Chandigarh",Umpire_7,Umpire_2
843,2021,Delhi,2021-03-12,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,normal,Chennai Super Kings,59,0,Player_119,"Wankhede Stadium, Mumbai",Umpire_19,Umpire_22
844,2021,Bangalore,2021-05-09,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,normal,Mumbai Indians,20,0,Player_15,"M.A. Chidambaram Stadium, Chennai",Umpire_24,Umpire_1
845,2021,Bangalore,2021-05-06,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,normal,Chennai Super Kings,90,0,Player_97,"Feroz Shah Kotla, Delhi",Umpire_16,Umpire_15
846,2021,Lucknow,2021-05-11,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,normal,Delhi Capitals,65,0,Player_49,"Narendra Modi Stadium, Ahmedabad",Umpire_10,Umpire_12
847,2021,Chennai,2021-04-04,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,59,0,Player_147,"Eden Gardens, Kolkata",Umpire_10,Umpire_5
848,2021,Mumbai,2021-04-29,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,normal,Rajasthan Royals,0,1,Player_189,"Narendra Modi Stadium, Ahmedabad",Umpire_29,Umpire_13
849,2021,Chennai,2021-03-20,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,Kolkata Knight Riders,71,0,Player_10,"Narendra Modi Stadium, Ahmedabad",Umpire_15,Umpire_4
850,2021,Delhi,2021-05-24,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore,0,1,Player_178,"M. Chinnaswamy Stadium, Bangalore",Umpire_2,Umpire_4
851,2021,Delhi,2021-05-24,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,Mumbai Indians,91,0,Player_159,"Sawai Mansingh Stadium, Jaipur",Umpire_3,Umpire_22
852,2021,Jaipur,2021-03-09,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,Punjab Kings,0,3,Player_123,"Sawai Mansingh Stadium, Jaipur",Umpire_8,Umpire_15
853,2021,Chennai,2021-05-24,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,Mumbai Indians,0,5,Player_190,"M.A. Chidambaram Stadium, Chennai",Umpire_2,Umpire_22
854,2021,Chennai,2021-04-16,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,0,5,Player_183,"Sawai Mansingh Stadium, Jaipur",Umpire_13,Umpire_19
855,2021,Hyderabad,2021-05-04,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,normal,Kolkata Knight Riders,0,5,Player_182,"Eden Gardens, Kolkata",Umpire_27,Umpire_5
856,2021,Delhi,2021-03-21,Punjab Kings,Mumbai Indians,Punjab Kings,bat,normal,Mumbai Indians,0,4,Player_104,"M. Chinnaswamy Stadium, Bangalore",Umpire_20,Umpire_13
857,2021,Ahmedabad,2021-03-19,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,normal,Royal Challengers Bangalore,72,0,Player_127,"M. Chinnaswamy Stadium, Bangalore",Umpire_15,Umpire_26
858,2021,Bangalore,2021-04-26,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,28,0,Player_182,"Feroz Shah Kotla, Delhi",Umpire_17,Umpire_15
859,2021,Ahmedabad,2021-05-28,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,Player_180,"Sawai Mansingh Stadium, Jaipur",Umpire_3,Umpire_19
860,2021,Hyderabad,2021-04-16,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,Player_80,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_24,Umpire_28
861,2021,Bangalore,2021-05-11,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,22,0,Player_131,"PCA Stadium, Chandigarh",Umpire_8,Umpire_22
862,2021,Kolkata,2021-04-04,Punjab Kings,Chennai Super Kings,Punjab Kings,field,normal,Chennai Super Kings,56,0,Player_73,"Sawai Mansingh Stadium, Jaipur",Umpire_1,Umpire_5
863,2021,Chandigarh,2021-05-21,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,normal,Lucknow Super Giants,0,9,Player_169,"Narendra Modi Stadium, Ahmedabad",Umpire_10,Umpire_10
864,2021,Ahmedabad,2021-05-24,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,bat,normal,Lucknow Super Giants,26,0,Player_181,"Wankhede Stadium, Mumbai",Umpire_20,Umpire_18
865,2021,Bangalore,2021-04-29,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,Sunrisers Hyderabad,22,0,Player_43,"Wankhede Stadium, Mumbai",Umpire_29,Umpire_10
866,2021,Kolkata,2021-05-07,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,61,0,Player_143,"Sawai Mansingh Stadium, Jaipur",Umpire_15,Umpire_17
867,2021,Chennai,2021-03-15,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,9,0,Player_190,"M. Chinnaswamy Stadium, Bangalore",Umpire_8,Umpire_26
868,2021,Jaipur,2021-05-14,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,Delhi Capitals,59,0,Player_135,"Ekana Cricket Stadium, Lucknow",Umpire_15,Umpire_29
869,2021,Ahmedabad,2021-05-03,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,9,Player_117,"Eden Gardens, Kolkata",Umpire_26,Umpire_18
870,2021,Chandigarh,2021-05-06,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,69,0,Player_125,"Wankhede Stadium, Mumbai",Umpire_26,Umpire_17
871,2021,Bangalore,2021-03-21,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,Chennai Super Kings,0,5,Player_52,"Ekana Cricket Stadium, Lucknow",Umpire_29,Umpire_8
872,2021,Mumbai,2021-05-17,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,normal,Lucknow Super Giants,52,0,Player_127,"M.A. Chidambaram Stadium, Chennai",Umpire_11,Umpire_7
873,2021,Lucknow,2021-04-15,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,0,8,Player_149,"M. Chinnaswamy Stadium, Bangalore",Umpire_23,Umpire_4
874,2021,Delhi,2021-04-05,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,Rajasthan Royals,6,0,Player_7,"Wankhede Stadium, Mumbai",Umpire_13,Umpire_19
875,2021,Jaipur,2021-05-27,Punjab Kings,Gujarat Titans,Punjab Kings,bat,normal,Gujarat Titans,0,8,Player_29,"Sawai Mansingh Stadium, Jaipur",Umpire_27,Umpire_22
876,2021,Jaipur,2021-05-10,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,bat,normal,Royal Challengers Bangalore,49,0,Player_118,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_16,Umpire_17
877,2021,Jaipur,2021-03-12,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians,83,0,Player_180,"Eden Gardens, Kolkata",Umpire_28,Umpire_3
878,2021,Hyderabad,2021-03-18,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,normal,Sunrisers Hyderabad,1,0,Player_12,"Wankhede Stadium, Mumbai",Umpire_27,Umpire_15
879,2021,Kolkata,2021-05-08,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,normal,Gujarat Titans,26,0,Player_88,"M. Chinnaswamy Stadium, Bangalore",Umpire_8,Umpire_21
880,2021,Bangalore,2021-03-15,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,normal,Lucknow Super Giants,0,1,Player_34,"M.A. Chidambaram Stadium, Chennai",Umpire_16,Umpire_4
881,2021,Mumbai,2021-05-17,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,19,0,Player_55,"Sawai Mansingh Stadium, Jaipur",Umpire_16,Umpire_28
882,2021,Hyderabad,2021-03-25,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,Sunrisers Hyderabad,0,9,Player_56,"Ekana Cricket Stadium, Lucknow",Umpire_25,Umpire_26
883,2021,Jaipur,2021-05-29,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,bat,normal,Delhi Capitals,0,6,Player_47,"Sawai Mansingh Stadium, Jaipur",Umpire_5,Umpire_14
884,2021,Hyderabad,2021-05-28,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Mumbai Indians,46,0,Player_178,"Sawai Mansingh Stadium, Jaipur",Umpire_24,Umpire_27
885,2021,Delhi,2021-04-28,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,normal,Gujarat Titans,0,3,Player_77,"PCA Stadium, Chandigarh",Umpire_27,Umpire_13
886,2021,Delhi,2021-03-18,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,79,0,Player_148,"M.A. Chidambaram Stadium, Chennai",Umpire_23,Umpire_23
887,2021,Jaipur,2021-04-01,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,no result,,0,0,Player_21,"Narendra Modi Stadium, Ahmedabad",Umpire_4,Umpire_3
888,2021,Kolkata,2021-04-14,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,normal,Lucknow Super Giants,0,4,Player_91,"Sawai Mansingh Stadium, Jaipur",Umpire_14,Umpire_3
889,2021,Lucknow,2021-04-26,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,20,0,Player_22,"Eden Gardens, Kolkata",Umpire_11,Umpire_25
890,2021,Jaipur,2021-05-20,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,48,0,Player_192,"Feroz Shah Kotla, Delhi",Umpire_10,Umpire_18
891,2021,Jaipur,2021-05-17,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,normal,Mumbai Indians,0,1,Player_137,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_17,Umpire_3
892,2022,Ahmedabad,2022-04-06,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,Punjab Kings,0,1,Player_170,"Feroz Shah Kotla, Delhi",Umpire_26,Umpire_29
893,2022,Chandigarh,2022-03-26,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Sunrisers Hyderabad,0,4,Player_149,"M.A. Chidambaram Stadium, Chennai",Umpire_15,Umpire_15
894,2022,Chandigarh,2022-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,67,0,Player_147,"Ekana Cricket Stadium, Lucknow",Umpire_28,Umpire_15
895,2022,Chennai,2022-03-13,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,Punjab Kings,56,0,Player_168,"PCA Stadium, Chandigarh",Umpire_29,Umpire_3
896,2022,Mumbai,2022-03-14,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,71,0,Player_93,"Ekana Cricket Stadium, Lucknow",Umpire_3,Umpire_14
897,2022,Kolkata,2022-04-15,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Rajasthan Royals,42,0,Player_73,"Wankhede Stadium, Mumbai",Umpire_7,Umpire_20
898,2022,Jaipur,2022-05-13,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Mumbai Indians,68,0,Player_147,"PCA Stadium, Chandigarh",Umpire_7,Umpire_13
899,2022,Kolkata,2022-03-17,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,79,0,Player_38,"Ekana Cricket Stadium, Lucknow",Umpire_22,Umpire_18
900,2022,Lucknow,2022-03-18,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Delhi Capitals,0,2,Player_119,"Eden Gardens, Kolkata",Umpire_29,Umpire_24
